5letter code	kingdom/super group	clade/phylum	supergroup2	order	family	scientific name	synonym used for letter code	taxID from NCBI	data source	genome version	Pubmed ID paper	#proteins	# organellar proteins	# mitochondrium proteins 	# plastid proteins	# plasmid proteins	isoforms available	number of isoforms	date added to database	date updated/checked	URL source	URL working?	non-URL source	publicly available	source mitochondrial sequences	mt-URL working?	source of plastid sequences	pt-URL working?	notes	numer of plasmids	plasmid sources working?	plasmid source 01	plasmid source 02	plasmid source 03	plasmid source 04	plasmid source 05	plasmid source 06
PENMAtr	Archaeplastida	Streptophyta ZCC grade	Zygnemophyceae	Desmidiales	Peniaceae	Penium margaritaceum	-	102169	transcriptome	?	-	53685	0	0	0	0	no	0	26/05/2013	12/06/2020	http://www.ncbi.nlm.nih.gov/bioproject/PRJNA68813	no	Timme et al. PLOSOne 2012 DOI10.1371	yes					m240lflr								
PENMA	Archaeplastida	Streptophyta ZCC grade	Zygnemophyceae	Desmidiales	Peniaceae	Penium margaritaceum			genome			53262	0	0	0	0			15.03.21		http://bioinfo.bti.cornell.edu/cgi-bin/Penium/download.cgi																
PERAM	Archaeplastida	eudicots		Laurales	Lauraceae	Persea americana		3435	genome			22441	0	0	0	0			20/07/2020		https://genomevolution.org/CoGe/SearchResults.pl?s=29305&p=genome																
PETAX	Archaeplastida	eudicots	asterids	Solanales	Solanales	Petunia axillaris	-	33119	genome	01/06/2002	27255838	32557	10	10	0	0	yes	361	14/11/2017	28/05/2020	ftp://ftp.solgenomics.net/genomes/Petunia_axillaris/annotation/Petunia_axillaris_v1.6.2_proteins.fasta	yes		yes													
PETIN	Archaeplastida	eudicots	asterids	Solanales	Solanaceae	Petunia integrifolia subsp. inflata	Petunia inflata	4102	genome	1.0.1	27255838	36272	7	7	0	0	yes	418	14/11/2017	28/05/2020	ftp://ftp.solgenomics.net/genomes/Petunia_inflata/annotation/Petunia_inflata_v1.0.1_proteins.fasta	yes		yes													
PHAAN	Haptophyta			Phaeocystales	Phaeocystaceae	Phaeocystis antarctica CCMP1374 v2.2			genome			41088	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Phaant1/Phaant1.download.html 																
PHAGL	Haptophyta			Phaeocystales	Phaeocystaceae	Phaeocystis globosa Pg-G v2.3			genome			32196	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Phaglo1/Phaglo1.download.html 																
PHAEQ	Archaeplastida	Liliopsida	-	Asparagales	Orchidaceae	Phalaenopsis equestris	-	78828	genome	?	-	29431	0	0	0	0	no	0	29/03/2015	26/05/2020	ftp://ftp.genomics.org.cn/pub/Orchid_Phalaenopsis_equestris/	yes		yes													
PHAVU	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Phaseolus vulgaris	-	3885	genome			27433	0	0	0	0			29/03/2015	05/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Pvulgaris	yes															
PHAVUUI	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Phaseolus vulgaris		3885	genome			27385	0	0	0	0			25/05/2020		https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=PvulgarisUI111	yes															
PHODA	Archaeplastida	Liliopsida	commelinids	Arecales	Arecaceae	Phoenix dactylifera	-	42345	genome	?	21623354, 22655034, 20856810	28889	138	43	95	0	no	0	26/05/2013	26/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/413/155/GCF_000413155.1_DPV01/GCF_000413155.1_DPV01_protein.faa.gz	yes		yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_016740.1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_013991.2	yes	no trust in NCBI								
PHYHE	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Phyllostachys heterocycla	-	38705	genome			50936	0	0	0	0			26/05/2013	05/06/2020	http://bamboo.bamboogdb.org/#/	yes	P.heterocycla-v1.0.CDS-Proteins.gz														
PHYPAV12	Archaeplastida	Bryopsida	Funariidae	Funariales	Funariaceae	Physcomitrella patens	-	3218	genome	1,2	18079367	27960	0	0	0	0	no	0	12/01/2009	12/05/2020	https://www.cosmoss.org/physcome_project/linked_stuff/Annotation/V1.2/P.patens.V1.2.2_CGI_proteins.seq.gz	yes		yes													
PHYPAV16	Archaeplastida	Bryopsida	Funariidae	Funariales	Funariaceae	Physcomitrella patens	-	3218	genome	1,6	23879659	32275	0	0	0	0	.#	6082	12/01/2009	12/05/2020	https://www.cosmoss.org/physcome_project/linked_stuff/Annotation/V1.6/P.patens.V6_filtered_cosmoss_proteins.fas.gz	yes		yes													
PHYPAV30	Archaeplastida	Bryopsida	Funariidae	Funariales	Funariaceae	Physcomitrella patens	-	3218	genome	3	-	26610	0	0	0	0	.#.p	15782	29/03/2015	12/05/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Ppatens	yes		yes					Added old used v3.3 (cosmoss_V3.3.release.pep.major.fasta). Latest?								
PHYPAV31	Archaeplastida	Bryopsida	Funariidae	Funariales	Funariaceae	Physcomitrella patens	-	3218	genome	3,1	-	35302	0	0	0	0	no	0	29/03/2015	12/05/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Ppatens		cosmoss_V3.1.PEP.fasta	yes					no file containing 5letter + extension, but one without extension for which there is no entry in database! → removed extension								
PHYPAV32	Archaeplastida	Bryopsida	Funariidae	Funariales	Funariaceae	Physcomitrella patens	-	3218	genome	3,2	-	33063	0	0	0	0	yes	31406	29/03/2015				Ppatensv3.2.primaryTrs.pep.fa + Ppatensv3.2.allTrs.pep.fa	yes													
PHYPAV33	Archaeplastida	Bryopsida	Funariidae	Funariales	Funariaceae	Physcomitrella patens	-	3218	genome	3,3	-	32458	0	0	0	0	yes	54588	29/09/2016	12/05/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Ppatens	yes	See: https://plantcode.biologie.uni-marburg.de/wiki/personal:muehlich:overview:2016:11_2016:genomezoo-restructureing#section12122017	yes													
PHYPA	Archaeplastida	Bryopsida	Funariidae	Funariales	Funariaceae	Physcomitrella patens	-	3218	mitochondrium + chloroplast	?	-	#N/A	127	42	85	0	no	0	12/01/2009					yes	https://www.cosmoss.org/physcome_project/linked_stuff/Annotation/organelles/P.patens.mitochondrial_proteins.fasta.gz	yes	https://www.cosmoss.org/physcome_project/linked_stuff/Annotation/organelles/P.patens.plastid_genome.proteins.fasta.gz	yes									
PHYAC	Archaeplastida	Bryopsida	Funariidae	Funariales	Funariaceae	Physcomitrium acutifolium		1921131	genome			114911	0	0	0	0			01/07/2020		local																
PICAB	Archaeplastida	Acrogymnospermae	Coniferophyta	Pinales	Pinaceae	Picea abies	-	3329	genome	1	23698360	26437	74	0	74	0	no, but low confidence proteins	40195	26/05/2013		ftp://plantgenie.org/Data/ConGenIE/Picea_abies/v1.0/FASTA/GenePrediction/Pabies1.0-LC-pep.faa.gz+ftp://plantgenie.org/Data/ConGenIE/Picea_abies/v1.0/FASTA/GenePrediction/Pabies1.0-MC-pep.faa.gz	no		yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_021456.1	yes	There are no isoforms but a high and low confidence files. The latter are listed under isoforms.								
PICGLtr	Archaeplastida	Acrogymnospermae	Coniferophyta	Pinales	Pinaceae	Picea glauca	-	3330	transcriptome	?	-	41728	0	0	0	0	no	0	29/03/2015		0			yes					m240lflr								
PICRE	Archaeplastida	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Picochlorum renovo			genome			9010	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Picre1/Picre1.download.html																
PICSO	Archaeplastida	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Picochlorum soloecismus DOE101			genome			6861	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Picsp_1/Picsp_1.download.html 																
PICSP	Archaeplastida	Chlorophyta	Trebouxiophyceae	-	-	Picochlorum sp. SENEW3	-	1470871	genome	?	24965277	7367	0	0	0	0	no	0	21/11/2017	29/05/2020	http://cyanophora.rutgers.edu/picochlorum/	yes		yes													
PICML	Archaeplastida	Chlorophyta	Picocystophyceae	Picocystales	Picocystaceae	Picocystis sp. ML		2320818	genome			5613	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Pico_ML_1/Pico_ML_1.download.html 																
PINLAtr	Archaeplastida	Acrogymnospermae	Coniferophyta	Pinales	Pinaceae	Pinus lambertiana	-	3343	transcriptome	?	27799338	33113	0	0	0	0	no	0	17/11/2017	29/05/2020	http://tgwebdev.cam.uchc.edu/FTP/Genomes/Pila/transcriptome/pila.transcriptome.pep.fasta.gz	yes		yes													
PINTA	Archaeplastida	Acrogymnospermae	Coniferophyta	Pinales	Pinaceae	Pinus taeda	-	3352	genome			51751	0	0	0	0			29/03/2015																		
PISVE	Archaeplastida	eudicots	rosids	Sapindales	Anacardiaceae	Pistacia vera		55513	genome			35325	82	0	0	82			21/07/2020		https://www.ncbi.nlm.nih.gov/assembly/GCF_008641045.1																
PISSA	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Pisum sativum		3888	genome			44756	0	0	0	0			20/07/2020		https://urgi.versailles.inra.fr/download/pea/																
PLAGR	Archaeplastida	eudicots	asterids	Asterales	Campanulaceae	Platycodon grandiflorus		94286	genome			44508	0	0	0	0			20/07/2020		http://platycodon.theragenetex.com/																
PLESC	Archaeplastida	Bryopsida		Hypnales	Hylocomiaceae	Pleurozium schreberi		34163	genome	?	31285273	21464	0	0	0	0			19/05/2020		https://github.com/PycnopodiaD/Pleurozium_schreberi_annotated_genome_files/tree/master/assembly	yes		yes													
POGCA	Archaeplastida	eudicots	asterids	Lamiales	Lamiaceae	Pogostemon cablin		28511	genome			110850	0	0	0	0			20/07/2020		https://figshare.com/articles/dataset/Predicted_coding_genes/7059356																
POPAL	Archaeplastida	eudicots	rosids	Malpighiales	Salicaceae	Populus alba		43335	genome			44981	0	0	0	0			20/07/2020		https://bigd.big.ac.cn/gwh/Assembly/120/show																
POPEU	Archaeplastida	eudicots	rosids	Malpighiales	Salicaceae	Populus euphratica	-	75702	genome	1	-	38396	84	0	0	84	yes	11280	15/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/495/115/GCF_000495115.1_PopEup_1.0/GCF_000495115.1_PopEup_1.0_protein.faa.gz	yes	NCBI	yes			plastid source is same like protein resource since the plastid proteins are included										
POPPR	Archaeplastida	eudicots	rosids	Malpighiales	Salicaceae	Populus pruinosa	-	492479	genome	?	28938721	35131	0	0	0	0	no	0	24/11/2017	29/05/2020	http://gigadb.org/dataset/view/id/100319/File_page/7	yes		yes													
POPTR	Archaeplastida	eudicots	rosids	Malpighiales	Salicaceae	Populus trichocarpa	-	3694	genome			34699	0	0	0	0			08/11/2010	05/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Ptrichocarpa	yes					http://www.ncbi.nlm.nih.gov/nuccore/NC_009143.1	yes									
PORUM	Archaeplastida	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Porphyra umbilicalis	-	2786	genome	1,5	28716924	13125	0	0	0	0	yes	235	04/10/2016	28/05/2020	https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Pumbilicalis	yes	Phytozome V12	yes													
PORCRtr	Archaeplastida	Rhodophyta	Bangiophyceae	Porphyridiales	Porphyridiaceae	Porphyridium cruentum	-	35688	transcriptome	?	-	58601	0	0	0	0	no	0	12/01/2009		http://dbdata.rutgers.edu/data/plantae/Porphyridium_cruentum_EST_unigene.fasta	no		yes					m240lflr								
PORPU	Archaeplastida	Rhodophyta	Bangiophyceae	Porphyridiales	Porphyridiaceae	Porphyridium purpureum	-	35688	genome	?	23770768	8355	0	0	0	0	no	0	21/11/2017	29/05/2020	http://cyanophora.rutgers.edu/porphyridium/	yes		yes													
POTMI	Archaeplastida	eudicots	rosids	Rosales	Rosaceae	Potentilla micrantha		57941	genome			33602	0	0	0	0			20/07/2020		http://gigadb.org/dataset/view/id/100407/File_page/2																
PRACO	Archaeplastida	Chlorophyta	Palmophyllophyceae	Prasinococcales	Prasinococcaceae	Prasinoderma coloniale CCMP1413			genome			7139	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Praco1/Praco1.download.html 																
PRIVE	Archaeplastida	eudicots	asterids	Ericales	Primulaceae	Primula veris	-	170927	genome	?	25651398	18301	0	0	0	0	no	0	22/11/2017	29/05/2020	http://datadryad.org/resource/doi:10.5061/dryad.2s200	yes	Dryad	yes													
PRUAV	Archaeplastida	eudicots	rosids	Rosales	Rosaceae	Prunus avium	-	42229	genome	1	28541388	29251	0	0	0	0	yes	5758	24/11/2017	29/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/207/925/GCF_002207925.1_PAV_r1.0/GCF_002207925.1_PAV_r1.0_protein.faa.gz	yes	NCBI	yes													
PRUDU	Archaeplastida	eudicots	rosids	Rosales	Rosaceae	Prunus dulcis		3755	genome			31654	0	0	0	0			20/07/2020		https://denovo.cnag.cat/almond_data?fid=195#block-likable-page-title																
PRUMU	Archaeplastida	eudicots	rosids	Rosales	Rosaceae	Prunus mume	-	102107	genome	1	23271652	31390	0	0	0	0	no	0	29/03/2015	13/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/735/GCF_000346735.1_P.mume_V1.0/GCF_000346735.1_P.mume_V1.0_protein.faa.gz + http://prunusmumegenome.bjfu.edu.cn/Prunus_mume_genome_assembly_annotation.zip+P.mume.genome.pep.zip	no		yes					last link not working								
PRUPE	Archaeplastida	eudicots	rosids	Rosales	Rosaceae	Prunus persica	-	3760	genome	2,1	23525075 + 28284188	26873	85	0	85	0	yes	20216	08/11/2010	13/05/2020	https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Ppersica	yes	Phytozome V12	yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_014697.1	yes									
PTEAQ	Archaeplastida	Moniliformopses	Polypodiidae	Polypodiales	Dennstaedtiaceae	Pteridium aquilinum	-	32101	chloroplast	?	21303537	0	88	0	88	0	no	0	19/05/2011	26/05/2020	http://www.ncbi.nlm.nih.gov/bioproject?LinkName=bioproject_nuccore_transcript&from_uid=48473	yes		yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_014348.1	yes									
PTEST	Archaeplastida	eudicots	rosids	Fagales	Juglandaceae	Pterocarya stenoptera		91225	genome			44372	0	0	0	0			20/07/2020		https://hardwoodgenomics.org/Genome-assembly/2209433?tripal_pane=group_downloads																
PUCTE	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Puccinellia tenuiflora		240906	genome			38387	0	0	0	0			20/07/2020		http://xhhuanglab.cn/data/alkaligrass.html																
PYRYE	Archaeplastida	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Pyropia yezoensis (Porphyra yezoensis)	-	2788	genome	?	23536760	12330	241	32	209	0	no	0	26/05/2013	28/05/2020	http://nrifs.fra.affrc.go.jp/cgi-bin/lime_download/lime.cgi?nori_FASTA_AminoAcid	yes		yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_017837.1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_007932.1	yes									
PYRBE	Archaeplastida	eudicots	rosids	Rosales	Rosaceae	Pyrus betulifolia		436086	genome			59552	0	0	0	0			20/07/2020		https://bigd.big.ac.cn/gwh/Assembly/647/show																
PYRBR	Archaeplastida	eudicots	rosids	Rosales	Rosaceae	Pyrus bretschneideri	-	225117	genome			44823	0	0	0	0			26/05/2013	05/06/2020	ftp://ftp.bioinfo.wsu.edu/www.rosaceae.org/Pyrus_x_bretschneideri/Pbretschneideri-genome.v1.1	? (needs login)															
PYRCO	Archaeplastida	eudicots	rosids	Rosales	Rosaceae	Pyrus communis	-	23211	genome			27289	80	0	0	80			29/03/2015	05/06/2020	ftp://ftp.bioinfo.wsu.edu/species/Pyrus_communis	yes															
QUERO	Archaeplastida	eudicots	rosids	Fagales	Fagaceae	Quercus robur		38942	genome			25808	0	0	0	0			20/07/2020		http://www.oakgenome.fr/?page_id=587																
QUESU	Archaeplastida	eudicots	rosids	Fagales	Fagaceae	Quercus suber		58331	genome			53286	0	0	0	0			20/07/2020		https://www.ncbi.nlm.nih.gov/assembly/GCF_002906115.1																
RADGU	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Raddia guianensis		1482630	genome			24275	0	0	0	0			20/07/2020		http://www.genobank.org/bamboo#2																
RAPRA	Archaeplastida	eudicots	rosids	Brassicales	Brassicaceae	Raphanus raphanistrum	-	109996	genome	?	24876251	38174	0	0	0	0	no	0	13/07/2016		?			yes													
RAPSA	Archaeplastida	eudicots	rosids	Brassicales	Brassicaceae	Raphanus sativus	-	3726	genome			64657	0	0	0	0			29/03/2015	08/03/2017	http://www.nodai-genome-d.org/download.html	yes															
RAPSU	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Raphidocelis subcapitata		307507	genome			13383	0	0	0	0			21/07/2020		https://www.ncbi.nlm.nih.gov/assembly/GCA_003203535.1																
RHOCR	Archaeplastida	eudicots	stem rosids	Saxifragales	Crassulaceae	Rhodiola crenulata	-	242839	genome	?	28475810	4436	0	0	0	0	no	0	24/11/2017	29/05/2020	http://gigadb.org/dataset/view/id/100301/File_page/2	yes		yes													
RHODE	Archaeplastida	eudicots	asterids	Ericales	Ericaceae	Rhododendron delavayi	-	321363	genome	?	29020749	29830	0	0	0	0	no	0	24/11/2017	29/05/2020	http://gigadb.org/dataset/view/id/100331/File_page/3	yes		yes													
RHOWI	Archaeplastida	eudicots	asterids	Ericales	Ericaceae	Rhododendron williamsianum		262921	genome			23548	0	0	0	0			20/07/2020		https://www.ncbi.nlm.nih.gov/assembly/GCA_009746105.1																
RICCO	Archaeplastida	eudicots	rosids	Malpighiales	Euphorbiaceae	Ricinus communis	-	3988	genome	0.10000000000000001	20729833	31221	123	37	86	0	no	0	06/02/2009	13/05/2020	https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Rcommunis	yes	Phytozome V12	yes	http://www.ncbi.nlm.nih.gov/nuccore/323649872	no	ftp://ftp.ncbi.nih.gov/genomes/Chloroplasts/plastids/NC_016736.faa	no									
ROSCH	Archaeplastida	eudicots	rosids	Rosales	Rosaceae	Rosa chinensis		74649	genome			39669	0	0	0	0			21/07/2020		https://iris.angers.inra.fr/obh/																
ROSMU	Archaeplastida	eudicots	rosids	Rosales	Rosaceae	Rosa multiflora	-	74647	genome	2	29045613	67380	0	0	0	0	no	0	24/11/2017	29/05/2020	ftp://ftp.kazusa.or.jp/pub/rosa/	yes		yes													
RUBOC	Archaeplastida	eudicots	rosids	Rosales	Rosaceae	Rubus occidentalis	-	75079	genome			33286	0	0	0	0			28/11/2017	05/06/2020	ftp://ftp.bioinfo.wsu.edu/species/Rubus_occidentalis/Rubus_occidentalis-genome.v3.0/genes/	yes															
SACHY	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Saccharum hybrid cultivar R570		131158	genome			25316	0	0	0	0			20/07/2020		https://sugarcane-genome.cirad.fr/content/download																
SACSP	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Saccharum spontaneum		62335	genome			83826	0	0	0	0			20/07/2020		http://www.life.illinois.edu/ming/downloads/Spontaneum_genome/																
SALBR	Archaeplastida	eudicots	rosids	Malpighiales	Salicaceae	Salix brachista		2182728	genome			30209	0	0	0	0			20/07/2020		https://bigd.big.ac.cn/gwh/Assembly/663/show																
SALPU	Archaeplastida	eudicots	rosids	Malpighiales	Salicaceae	Salix purpurea	-	77065	genome			35125	0	0	0	0			04/07/2016	05/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Spurpurea	yes	Phytozome V12														
SALMI	Archaeplastida	eudicots	asterids	Lamiales	Lamiaceae	Salvia miltiorrhiza	-	226208	genome	?	26673920	34575	0	0	0	0	no	0	22/11/2017	29/05/2020	http://gigadb.org/dataset/view/id/100164/File_page/2	yes		yes													
SALSP	Archaeplastida	eudicots	asterids	Lamiales	Lamiaceae	Salvia splendens		180675	genome			54008	0	0	0	0			20/07/2020		http://gigadb.org/dataset/100463																
SALCU	Archaeplastida	Moniliformopses	Polypodiidae	Salviniales	Salviniaceae	Salvinia cucullata	-	32188	genome	?	-	19914	0	0	0	0	no, but low confidence proteins	9054	04/07/2016	12/06/2020	0		Y:\storage\data\Azolla_TFs	no					split into low and high confidence proteins								
SCLBI	Archaeplastida	eudicots	rosids	Sapindales	Anacardiaceae	Sclerocarya birrea		289766	genome	?	30535374	18937	0	0	0	0			18/05/2020		https://bioinformatics.psb.ugent.be/orcae/aocc/	yes		yes													
SEDAL	Archaeplastida	eudicots		Saxifragales	Crassulaceae	Sedum album		23029	genome			10509	0	0	0	0			21/07/2020		https://genomevolution.org/CoGe/SearchResults.pl?s=Sedum%20album&p=genome																
SELLE	Archaeplastida	Lycopodiidae		Selaginellales	Selaginellaceae	Selaginella lepidophylla		59777	genome			27204	0	0	0	0			06/07/2020		https://drive.google.com/drive/folders/0Bysq1yI0BBwbckx4WVRva1lnUWc																
SELMO	Archaeplastida	Lycopodiidae	Lycopodiales	Selaginellales	Selaginellaceae	Selaginella moellendorffii	-	88036	genome	1	21551031	22285	70	0	70	0	no	0	12/01/2009	26/05/2020	https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Smoellendorffii	yes	Phytozome V12	yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_013086.1	yes									
SESIN	Archaeplastida	eudicots	asterids	Lamiales	Pedaliaceae	Sesamum indicum	-	4182	genome	1	24576357	28894	87	0	0	87	yes	6429	16/11/2017	28/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/975/GCF_000512975.1_S_indicum_v1.0/GCF_000512975.1_S_indicum_v1.0_protein.faa.gz	yes		yes													
SETIT	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Setaria italica	-	4555	genome	1-Jan	22580951	34584	90	0	90	0	yes	8417	08/11/2010	12/06/2020	http://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=PhytozomeV11#	yes	Phytozome V12	yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_022850.1	yes									
SETVI	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Setaria viridis	-	4556	genome			38334	0	0	0	0			04/07/2016	05/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Sviridis	yes															
SIMCH	Archaeplastida	eudicots	stem rosids	Caryophyllales	Simmondsiaceae	Simmondsia chinensis		3999	genome			40013	0	0	0	0			20/07/2020		https://bigd.big.ac.cn/gwh/Assembly/486/show																
SIRGR	Archaeplastida	eudicots	rosids	Cucurbitales	Cucurbitaceae	Siraitia grosvenorii		190515	genome			30565	0	0	0	0			20/07/2020		http://gigadb.org/dataset/100452																
SISIR	Archaeplastida	eudicots	rosids	Brassicales	Brassicaceae	Sisymbrium irio	-	3730	genome	?	23817568	28917	0	0	0	0	no	0	29/03/2015	13/05/2020	http://mustang.biol.mcgill.ca:8885/download/S.irio/	yes		yes													
SOLAE	Archaeplastida	eudicots	asterids	Solanales	Solanaceae	Solanum aethiopicum		205524	genome			34906	0	0	0	0			21/07/2020		http://gigadb.org/dataset/view/id/100642/File_page/2																
SOLC1	Archaeplastida	eudicots	asterids	Solanales	Solanaceae	Solanum chacoense		4108	genome			37740	0	0	0	0			21/07/2020		https://datadryad.org/stash/dataset/doi:10.5061/dryad.kc835																
SOLCH	Archaeplastida	eudicots		Solanes	Solanaceae	Solanum chilense		4083	genome			25885	0	0	0	0			25/06/2020		ftp://ftp.solgenomics.net/genomes/Solanum_chilense/Stam_et_al_2019/	yes															
SOLL1	Archaeplastida	eudicots		Solanes	Solanaceae	Solanum lycopersicoides		142760	genome			37938	0	0	0	0			25/06/2020		ftp://ftp.solgenomics.net/genomes/Solanum_lycopersicoides/	yes															
SOLLY	Archaeplastida	eudicots	asterids	Solanales	Solanaceae	Solanum lycopersicum	-	4081	genome			34566	10	0	0	10			26/05/2013	05/06/2020							http://www.ncbi.nlm.nih.gov/nuccore/NC_007898.3	yes									
SOLME	Archaeplastida	eudicots	asterids	Solanales	Solanaceae	Solanum melongena	-	4111	genome			34916	0	0	0	0			29/03/2015	08/03/2017	ftp://ftp.solgenomics.net/genomes/Solanum_melongena_consortium/assembly/V3/	yes															
SOLPE	Archaeplastida	eudicots	asterids	Solanales	Solanaceae	Solanum pennellii	-	28526	genome	2	25064008	44965	0	0	0	0	yes	3958	13/07/2016	13/05/2020	ftp://ftp.solgenomics.net/genomes/Solanum_pennellii/annotations/Spenn-v2-aa-annot.fa	yes															
SOLPI	Archaeplastida	eudicots	asterids	Solanales	Solanaceae	Solanum pimpinellifolium	-	4084	genome			25134	0	0	0	0			16/11/2017	05/06/2020	ftp://ftp.solgenomics.net/genomes/Solanum_pimpinellifolium/LA0480/annotation/	yes	?? ->	yes and no: ftp://ftp.solgenomics.net/genomes/Solanum_pimpinellifolium/LA1589/DISCLAIMER.txt													
SOLTU	Archaeplastida	eudicots	asterids	Solanales	Solanaceae	Solanum tuberosum	-	4113	genome	4,1	21743474, 24062527	39028	81	0	81	0	yes	17187	26/05/2013	13/05/2020	https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Stuberosum	yes	Phytozome V12	yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_008096.2	yes									
SORBIRT	Archaeplastida	Liliopsida	commelinids	Poales	Poaceae	Sorghum bicolor		4558	genome	2,1		34601	0	0	0	0			25/05/2020		https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=SbicolorRTx430	yes															
SPASU	Archaeplastida	eudicots	rosids	Fabales	Fabaceae	Spatholobus suberectus		455371	genome			31034	0	0	0	0			20/07/2020		https://www.ncbi.nlm.nih.gov/assembly/GCA_004329165.1																
SPHFA	Archaeplastida	Bryopsida	Sphagnopsida	Sphagnales	Sphagnaceae	Sphagnum fallax	-	53036	genome			25100	0	0	0	0			04/07/2016	05/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Sfallax	yes	Phytozome V12														
SPIOL	Archaeplastida	eudicots	stem rosids	Caryophyllales	Chenopodiaceae	Spinacia oleracea	-	3562	genome	1	28537264	25495	0	0	0	0	no	0	16/11/2017	29/05/2020	http://www.spinachbase.org/?q=download	yes		yes													
SPIPO	Archaeplastida	Liliopsida	-	Alismatales	Araceae	Spirodela polyrhiza	-	29656	genome	2	24548928	19623	0	0	0	0	no	0	29/03/2015	26/05/2020	https://www.waksman.rutgers.edu/spirodela/genome + https://genome.jgi.doe.gov/pages/dynamicOrganismDownload.jsf?organism=Spolyrhiza	yes	Phytozome V12	yes													
SPIMU	Archaeplastida	Streptophyta ZCC grade	Zygnemophyceae	Spirogloeales	Spirogloeaceae	Spirogloea muscicola		2576442	genome			27137	0	0	0	0			22/05/2020		https://figshare.com/articles/Genomes_of_subaerial_Zygnematophyceae_provide_insights_into_land_plant_evolution/9911876/1	yes		yes													
SPIPRtrTI	Archaeplastida	Streptophyta ZCC grade	Zygnemophyceae	Zygnematales	Zygnemataceae	Spirogyra pratensis	-	332123	transcriptome	?	-	11449	0	0	0	0	no	0	26/05/2013	12/06/2020	http://www.ncbi.nlm.nih.gov/bioproject/PRJNA51147	no	Timme et al. PLOSOne 2012 DOI10.1371	yes					m240lflr								
